word	cantonese_count	mandarin_count
暴利	0	0
暴怒	0	0
暴戾	0	0
暴斃	0	0
暴殄天物	0	0
暴瀉	0	0
暴發户	0	0
暴跳如雷	0	0
曇花一現	0	0
曉得	0	0
曉飛	0	0
曝曬	0	0
曠世	0	0
曠古爍今	0	0
曠職	0	0
曠課	0	0
曠野	0	0
曬月光	0	0
曬棚	0	0
曬相	0	0
曬相舖	0	0
曬蓆	0	0
曬馬	0	0
曬馬檻	0	0
曱甴屋	0	0
曱甴屎	0	0
曲到圓	0	0
曲學阿世	0	0
曲折離奇	0	0
曲架掣	0	0
曲直難分	0	0
曲終人散	0	0
曲調	0	0
更之	0	0
更亭	0	0
更勝一籌	0	0
更名	0	0
更替	0	0
更生人士	0	0
更練	0	0
更迭	0	0
曷	0	0
書信館	0	0
書到用時方恨少	0	0
書券	0	0
書名號	0	0
書坊舖	0	0
書房	0	0
書枱	0	0
書架	0	0
書桌	0	0
書檯	0	0
書獃子	0	0
書目	0	0
書簽	0	0
書脊	0	0
書評	0	0
書齋	0	0
曹操都有知心友，關公亦有對頭人	0	0
曹操都有知心友，關公都有對頭人	0	0
曹白	0	0
曾孫女	0	0
曾祖母	0	0
曾經滄海	0	0
替更	0	0
替死	0	0
替芯	0	0
最優惠國	0	0
最大公因數	0	0
最大公約數	0	0
最好不過	0	0
最後通牒	0	0
最惠國	0	0
會務	0	0
會章	0	0
月下貨	0	0
月事	0	0
月份牌	0	0
月偏蝕	0	0
月偏食	0	0
月光族	0	0
月全蝕	0	0
月全食	0	0
月小	0	0
月是故鄉明	0	0
月氏	0	0
月海	0	0
月租	0	0
月經到	0	0
月經杯	0	0
月色	0	0
月蝕	0	0
月飛	0	0
月食	0	0
有feel	0	0
有point	0	0
有say	0	0
有so	0	0
有一手	0	0
有一腿	0	0
有乜依郁	0	0
有乜冬瓜豆腐	0	0
有乜唔妥	0	0
有乜嘢依郁	0	0
有事就兄弟，冇事就契弟	0	0
有事慢慢講	0	0
有事鐘無豔，無事夏迎春	0	0
有人就人，冇人就陳大文	0	0
有人辭官歸故里，有人漏夜趕科場	0	0
有仇不報非君子	0	0
有今生冇來世	0	0
有仔趁嫩生	0	0
有何不可	0	0
有你冇我	0	0
有便宜唔使頸	0	0
有備無患	0	0
有價有市	0	0
有兩手	0	0
有冇咁…	0	0
有冇搞錯	0	0
有冤屈無路訴	0	0
有冤無路訴	0	0
有凸	0	0
有分寸	0	0
有分數	0	0
有則改之，無則加勉	0	0
有前冇後，打死罷就	0	0
有前有後	0	0
有創意	0	0
有勇有謀	0	0
有卡士	0	0
有口皆碑	0	0
有口難言	0	0
有口齒	0	0
有味笑話	0	0
有咁⋯得咁⋯	0	0
有咗	0	0
有咩依郁	0	0
有咩冬瓜豆腐	0	0
有嗰句講嗰句	0	0
有嘢就講，有屁就放	0	0
有型有款	0	0
有境	0	0
有夫之婦	0	0
有失遠迎	0	0
有始有終	0	0
有姿勢，冇實際	0	0
有婦之夫	0	0
有容乃大	0	0
有屁就放	0	0
有幾唔閒	0	0
有得揮	0	0
有得斟	0	0
有得震冇得瞓	0	0
有心人	0	0
有心冇神	0	0
有心唔怕遲	0	0
有心無力	0	0
有志者事竟成	0	0
有志者鄧竟成	0	0
有性格	0	0
有怪莫怪	0	0
有恃無恐	0	0
有情人終成眷屬	0	0
有慢	0	0
有所不知	0	0
有手有腳	0	0
有拖冇欠	0	0
有排受	0	0
有撚	0	0
有教無類	0	0
有數圍	0	0
有數得計	0	0
有數為	0	0
有數維	0	0
有早知冇乞兒	0	0
有早知冇乞衣	0	0
有根有蔃	0	0
有根蔃	0	0
有條不紊	0	0
有機玻璃	0	0
有殺錯，冇放過	0	0
有毛有翼	0	0
有氣冇碇唞	0	0
有氣冇碇透	0	0
有氣水	0	0
有氣無力	0	0
有波有籮	0	0
有爺生，冇乸教	0	0
有牌爛仔	0	0
有牙冇眼	0	0
有理冇理	0	0
有異性冇人性	0	0
有的是	0	0
有眼不識泰山	0	0
有眼無珠	0	0
有眼睇	0	0
有碗話碗，有碟話碟	0	0
有神論	0	0
有福同享，有禍同當	0	0
有福同享，有難同當	0	0
有籮	0	0
有紋有路	0	0
有聲書	0	0
有聲氣	0	0
有背景人士	0	0
有腦	0	0
有自唔在，攞苦嚟辛	0	0
有術	0	0
有見地	0	0
有請小鳳姐	0	0
有讚冇彈	0	0
有賊心冇賊膽	0	0
有身己	0	0
有運行	0	0
有過之而無不及	0	0
有金執	0	0
有錢仔	0	0
有錢使得鬼推磨	0	0
有錢冇埞使	0	0
有錢冇碇使	0	0
有錢樓上樓，冇錢地下踎	0	0
有錢駛得鬼推磨	0	0
有鑒於	0	0
有限度	0	0
有險可守	0	0
有頭威冇尾陣	0	0
有頭有尾	0	0
有頭髮邊個想做瘌痢	0	0
有頭髮邊個想做癩痢	0	0
有風駛盡𢃇	0	0
有麝自然香	0	0
朋友妻不可戲	0	0
朋友妻不可欺	0	0
朋友妻不可窺	0	0
朋友妻咪走雞	0	0
朋比為奸	0	0
朋黨	0	0
服事	0	0
服刑	0	0
服毒	0	0
服膺	0	0
服輸	0	0
朔望	0	0
朔望月	0	0
朗讀	0	0
朘朘	0	0
望到頸都長	0	0
望君嘗糞	0	0
望天打卦	0	0
望子成龍	0	0
望就係咁望	0	0
望彌撒	0	0
望文生義	0	0
望柱	0	0
望而卻步	0	0
望而生畏	0	0
朝⋯晚⋯	0	0
朝三暮四	0	0
朝不保夕	0	0
朝中有人好辦事	0	0
朝令夕改	0	0
朝夕	0	0
朝夕相對	0	0
朝局	0	0
朝拍晚播	0	0
朝朝一碗粥，餓死醫生一屋	0	0
朝氣	0	0
朝氣勃勃	0	0
朝氣蓬勃	0	0
朝秦暮楚	0	0
朝種樹晚鎅板	0	0
朝種樹晚𠝹板	0	0
朝著	0	0
朝見口晚見面	0	0
朝貢	0	0
朝野	0	0
朝露	0	0
朝頭夜晚	0	0
期交所	0	0
期權金	0	0
期油	0	0
期滿	0	0
期考	0	0
期金	0	0
木乃伊	0	0
木偶戲	0	0
木口木面	0	0
木屐	0	0
木彈	0	0
木栓	0	0
木無表情	0	0
木獨	0	0
木瓜鮮奶	0	0
木皮	0	0
木筏	0	0
木管樂	0	0
木糠布甸	0	0
木結他	0	0
木虱	0	0
木蝨	0	0
木顏色	0	0
木顏色筆	0	0
木魚	0	0
未到家	0	0
未嘗不可	0	0
未夠秤	0	0
未婚媽媽	0	0
未學行先學走	0	0
未幾	0	0
未戒奶	0	0
未有耐	0	0
未水	0	0
未水銅人	0	0
未知之數	0	0
未竟全功	0	0
未老先衰	0	0
未見官先打三十大板	0	0
未開化	0	0
未食五月糭，寒衣不入櫳	0	0
未食五月糭，寒衣未入櫳	0	0
本位	0	0
本住	0	0
本地狀元	0	0
本地菜	0	0
本地薑	0	0
本地薑唔辣	0	0
本地話	0	0
本尊	0	0
本席	0	0
本心	0	0
本是同根生	0	0
本票	0	0
本領	0	0
本願	0	0
札碼字	0	0
札馬	0	0
朱咕叻	0	0
朱柴	0	0
朱砂	0	0
朱粒	0	0
朱粒水泡	0	0
朱義盛	0	0
朱雀	0	0
朴	0	0
朴刀	0	0
朵皮	0	0
朽	0	0
李三腳	0	0
李斯特城	0	0
李氏力場	0	0
李氏力牆	0	0
李超人	0	0
杏仁霜	0	0
杏仁露	0	0
杏加橙	0	0
杏壇	0	0
杏林	0	0
杏眼	0	0
杏霜	0	0
村公所	0	0
村巴	0	0
村校	0	0
杜撰	0	0
杜蟲	0	0
杜鵑花	0	0
束之高閣	0	0
束手就擒	0	0
束手待斃	0	0
束腳褲	0	0
杧果	0	0
杬角	0	0
杬豉	0	0
杭	0	0
杯中物	0	0
杯士	0	0
杯弓蛇影	0	0
杯碟	0	0
杯緣子	0	0
杯麪	0	0
杰撻撻	0	0
杰𠱂𠱂	0	0
東一窟西一窟	0	0
東亞病夫	0	0
東半球	0	0
東南西北	0	0
東奔西跑	0	0
東家唔打打西家	0	0
東帝汶	0	0
東拉西扯	0	0
東拼西湊	0	0
東施效顰	0	0
東歪西倒	0	0
東江水	0	0
東洋	0	0
東洋刀	0	0
東瀛	0	0
東登	0	0
東盟	0	0
東窗事發	0	0
東莞牌	0	0
東食西宿	0	0
杳無人煙	0	0
杳無音訊	0	0
松果	0	0
松節油	0	0
松針	0	0
松香	0	0
松鼠狗	0	0
板上釘釘	0	0
板擦	0	0
板櫈	0	0
板球	0	0
板起塊面	0	0
板間房	0	0
枇杷	0	0
枉然	0	0
枕套	0	0
枕邊人	0	0
枕長	0	0
枕頭包	0	0
枕頭套	0	0
林betbet	0	0
林審	0	0
林明頓	0	0
林沈	0	0
果jam	0	0
果占	0	0
果盤	0	0
果真	0	0
果籃	0	0
果脯	0	0
果蓉	0	0
枝節	0	0
枝豆	0	0
枯木逢春	0	0
枯朽	0	0
枯竭	0	0
枯糠	0	0
枯行	0	0
枯黃	0	0
枱布	0	0
枱底	0	0
枱曆	0	0
枱枱凳凳	0	0
枱枱櫈櫈	0	0
枱波	0	0
枱燈	0	0
枱裙	0	0
枱頭	0	0
枳	0	0
枴	0	0
架仔	0	0
架勢堂	0	0
架撐箱	0	0
架次	0	0
架生箱	0	0
架設	0	0
柄埋	0	0
柏文	0	0
柏油	0	0
柑桔	0	0
柒吓柒吓	0	0
柒咕碌	0	0
柒就	0	0
柒撚懵懵	0	0
柒撚矇矇	0	0
柒碌	0	0
柒菇碌	0	0
柒軲轆	0	0
柒頭	0	0
柒頭皮	0	0
染指	0	0
染有	0	0
染疫	0	0
染缸	0	0
染藍	0	0
柔焦	0	0
柔順劑	0	0
柚木	0	0
查家宅	0	0
查察	0	0
查封	0	0
查抄家產	0	0
查探	0	0
查收	0	0
查數	0	0
查核	0	0
查牌	0	0
查獲	0	0
查究	0	0
查考	0	0
查証	0	0
查輯	0	0
查閲	0	0
查飛	0	0
柩	0	0
柯個	0	0
柯箇	0	0
柱侯醬	0	0
柱心邊	0	0
柱躉	0	0
柳丁	0	0
柳心	0	0
柳樹	0	0
柳絮	0	0
柳記	0	0
柳骨	0	0
柴可夫	0	0
柴可夫司機	0	0
柴台	0	0
柴哇哇	0	0
柴魚	0	0
柿	0	0
柿餅	0	0
栓塞	0	0
栗子	0	0
校刊	0	0
校務	0	0
校務處	0	0
校呔	0	0
校味	0	0
校慶	0	0
校服裙	0	0
校服褲	0	0
校服都未除	0	0
校監	0	0
校章	0	0
校色	0	0
校董	0	0
校褲	0	0
校訓	0	0
校譽	0	0
校隊	0	0
校際	0	0
校風	0	0
校飛	0	0
株連	0	0
核准	0	0
核分裂	0	0
核子彈	0	0
核子武器	0	0
核對	0	0
核心家庭	0	0
核數	0	0
核數師	0	0
核聚變	0	0
核能	0	0
核融合	0	0
核裂變	0	0
核試	0	0
核酸	0	0
根由	0	0
根絕	0	0
根號	0	0
格仔紙	0	0
格仔舖	0	0
格劍	0	0
格外	0	0
格屎	0	0
格律詩	0	0
格林威治	0	0
格林納達	0	0
格蘭披治	0	0
格食格	0	0
格魯吉亞	0	0
栽	0	0
桁	0	0
桁桷	0	0
桂冠	0	0
桂林埕	0	0
桂枝	0	0
桂枝仔	0	0
桂花糕	0	0
桂花魚	0	0
桂魚	0	0
桃李滿天下	0	0
桃李滿門	0	0
桃紅柳綠	0	0
桃膠	0	0
桃花眼	0	0
桃花運	0	0
桃酌	0	0
桃駁李	0	0
桃駁梨	0	0
案頭	0	0
桌球棍	0	0
桌遊	0	0
桐油	0	0
桐油灰	0	0
桶櫃	0	0
桶蠔	0	0
梅縣	0	0
梅花樁	0	0
梅花間竹	0	0
梅酒	0	0
梅頭	0	0
梗廚	0	0
梗房	0	0
梗板	0	0
梗約	0	0
梗頸	0	0
梗頸四	0	0
梘水	0	0
梘水粽	0	0
梘水糉	0	0
梘水糭	0	0
梘液	0	0
梘粉	0	0
條命凍過水	0	0
條命唔正	0	0
條條fing	0	0
條條揈	0	0
條氣唔順	0	0
條脷冇毛	0	0
梟首	0	0
梨園	0	0
梨窩	0	0
梨花帶雨	0	0
梯梳	0	0
梯田	0	0
械鬥	0	0
梱	0	0
梳乎厘	0	0
梳乎爽	0	0
梳化椅	0	0
梳化牀	0	0
梳史	0	0
梳妝	0	0
梳妝枱	0	0
梳妝檯	0	0
梳打埠	0	0
梳打餅	0	0
梳洗	0	0
梳粧枱	0	0
梳粧檯	0	0
梳肝	0	0
梳起	0	0
梳辮	0	0
梵啞鈴	0	0
梵鈴	0	0
棄保潛逃	0	0
棄嬰	0	0
棄將	0	0
棄暗投明	0	0
棄療	0	0
棄車保帥	0	0
棉條	0	0
棉絮	0	0
棉花雞	0	0
棉衲	0	0
棉褸	0	0
棋屎貪食卒	0	0
棋差一着	0	0
棋差一著	0	0
棋藝	0	0
棋逢敵手	0	0
棍莊	0	0
棒打鴛鴦	0	0
棕土	0	0
棕地	0	0
棖雞	0	0
棘嚦卡嘞	0	0
棘皮動物	0	0
棚仔	0	0
棚架	0	0
棟梁	0	0
棧鬼	0	0
森嚴	0	0
森羅萬象	0	0
棹忌	0	0
棺	0	0
棺木	0	0
棺材仔	0	0
棺材佬	0	0
棺材房	0	0
棺材本	0	0
棺材板	0	0
棺材酒店	0	0
棺材頭燒炮仗	0	0
椅墊	0	0
椅憑	0	0
椅籠	0	0
椅腳	0	0
椅𩩍	0	0
植入式廣告	0	0
植皮	0	0
植髮	0	0
椏杈	0	0
椗	0	0
椰子殼	0	0
椰撻	0	0
椰王	0	0
椰絲	0	0
椰衣	0	0
楊侯	0	0
楊枝甘露	0	0
楓糖	0	0
楓葉卡	0	0
楓葉咭	0	0
楞角	0	0
業主立案法團	0	0
極具	0	0
極刑	0	0
極力子	0	0
極夜	0	0
極晝	0	0
極樂	0	0
極盡能事	0	0
極限片	0	0
極限運動	0	0
楷書	0	0
楷簿	0	0
概略	0	0
概覽	0	0
概述	0	0
榕樹鬚	0	0
榛	0	0
榛子	0	0
榜上有名	0	0
榜上無名	0	0
榜眼	0	0
榨取	0	0
榨汁機	0	0
榨菜	0	0
榪釘	0	0
榫	0	0
榮光	0	0
榮升	0	0
榮膺	0	0
榮辱	0	0
榮辱與共	0	0
構成國	0	0
槍來彈往	0	0
槐樹	0	0
槓桿原理	0	0
槓鈴	0	0
槽肥	0	0
樁腳	0	0
樂不思蜀	0	0
樂事	0	0
樂善好施	0	0
樂在其中	0	0
樂富	0	0
樂師	0	0
樂得	0	0
樂極忘形	0	0
樂極生悲	0	0
樂此不疲	0	0
樂而忘返	0	0
樂見其成	0	0
樂評	0	0
樊	0	0
樓上舖	0	0
樓台	0	0
樓契	0	0
樓奴	0	0
樓換樓	0	0
樓花	0	0
標冷汗	0	0
標升	0	0
標參	0	0
標奇立異	0	0
標尾會	0	0
標明	0	0
標書	0	0
標會	0	0
標松柴	0	0
標槍	0	0
標波	0	0
標注	0	0
標清	0	0
標的	0	0
標簽	0	0
標誌性	0	0
標車參	0	0
標靶藥	0	0
樞密院	0	0
樟木	0	0
樟樹	0	0
樟腦	0	0
模棱兩可	0	0
模稜兩可	0	0
樣丙	0	0
樣炳	0	0
樣版	0	0
樣靚身材正	0	0
樵夫	0	0
樹仁大學	0	0
樹大有枯枝	0	0
樹敵	0	0
樹梢	0	0
樹欲靜而風不息，子欲養而親不在	0	0
樹蛙	0	0
樹貉	0	0
樽枳	0	0
樽領	0	0
樽鹽	0	0
橇	0	0
橋上倒涼茶	0	0
橋唔怕舊，最緊要受	0	0
橋唔怕舊，至緊要受	0	0
橋手	0	0
橋牌	0	0
橋躉	0	0
機不可失	0	0
機佬	0	0
機動遊戲	0	0
機動部隊	0	0
機友	0	0
機場快線	0	0
機會主義	0	0
機會成本	0	0
機械臂	0	0
機械鍵盤	0	0
機油	0	0
機竇	0	0
機管局	0	0
機翼	0	0
機舖	0	0
機艙老鼠	0	0
機車	0	0
機電	0	0
橡皮	0	0
橡皮圈	0	0
橡皮圖章	0	0
橡皮糖	0	0
橡膠子彈	0	0
橢圓	0	0
橫丫腸	0	0
橫九掂十	0	0
橫刀奪愛	0	0
橫屍街頭	0	0
橫批	0	0
橫板	0	0
橫椏腸	0	0
橫死掂死	0	0
橫水渡	0	0
橫水艔	0	0
橫澤	0	0
橫睇掂睇	0	0
橫空出世	0	0
橫繃繃	0	0
橫脷	0	0
橫膈膜	0	0
橫蠻	0	0
橫街	0	0
橫財	0	0
橫財就手	0	0
橫雞躉	0	0
檀香	0	0
檀香木	0	0
檐蛇	0	0
檢察	0	0
檢察官	0	0
檢索	0	0
檢閲	0	0
檯曆	0	0
檯檯凳凳	0	0
檯檯櫈櫈	0	0
檯燈	0	0
檯裙	0	0
檯頭	0	0
檳	0	0
檳榔	0	0
檸七	0	0
檸樂	0	0
檻火盆	0	0
櫂	0	0
櫃位	0	0
櫃員	0	0
櫃面	0	0
櫈憑	0	0
櫈腳	0	0
櫈𩩍	0	0
櫛	0	0
櫛瓜	0	0
櫥	0	0
櫳底	0	0
櫻唇	0	0
櫻桃樹	0	0
櫻花蝦	0	0
櫼隊	0	0
欄杆飛	0	0
欄河	0	0
權位	0	0
權宜之計	0	0
權術	0	0
權變	0	0
權責	0	0
權限	0	0
欖豉	0	0
欠單	0	0
欠行	0	0
欠身	0	0
次於	0	0
欣喜若狂	0	0
欲加之罪，何患無辭	0	0
欲哭無淚	0	0
欲拒還迎	0	0
欲蓋彌彰	0	0
欲言又止	0	0
欲速則不達	0	0
欷歔	0	0
欺人太甚	0	0
欺善怕惡	0	0
欺山莫欺水	0	0
欼	0	0
欽佩	0	0
款額	0	0
歃血為盟	0	0
歇宿	0	0
歇後語	0	0
歇息	0	0
歇業	0	0
歇腳	0	0
歌功頌德	0	0
歌堂	0	0
歌書	0	0
歌碟	0	0
歌舞昇平	0	0
歌詠	0	0
歎世界	0	0
歎息	0	0
歎歌	0	0
歎氣	0	0
歎為觀止	0	0
歎記	0	0
歐姆	0	0
歐根紗	0	0
歐羅巴	0	0
歐西	0	0
歛	0	0
歡喜冤家	0	0
歡場	0	0
歡天喜地	0	0
歡暢	0	0
歡樂卡	0	0
歡樂咭	0	0
歡樂時光	0	0
歡欣	0	0
歡迎詞	0	0
歡顏	0	0
歡騰	0	0
止咳水	0	0
止渴	0	0
止渴飲鴆	0	0
止瀉	0	0
止蝕位	0	0
止跌	0	0
止跌回升	0	0
止跌回穩	0	0
正值	0	0
正到痹	0	0
正印	0	0
正啱	0	0
正太	0	0
正太控	0	0
正巧	0	0
正弦	0	0
正房	0	0
正手	0	0
正攻卒	0	0
正斗	0	0
正朔	0	0
正極	0	0
正歌	0	0
正氣凜然	0	0
正牌爛仔	0	0
正球	0	0
正站	0	0
正線	0	0
正誕	0	0
正階	0	0
此刻	0	0
此地無銀	0	0
此地無銀三百両	0	0
此地無銀三百兩	0	0
此時此刻	0	0
此言差矣	0	0
此起彼伏	0	0
此起彼落	0	0
此路不通	0	0
步步進迫	0	0
步步進逼	0	0
步飛	0	0
武士刀	0	0
武戲	0	0
武漢肺炎	0	0
武火	0	0
武肺	0	0
武藝	0	0
武術指導	0	0
武館	0	0
歧	0	0
歧見	0	0
歪嚟歪斜	0	0
歪帽	0	0
歪歪斜斜	0	0
歪零歪秤	0	0
歪風	0	0
歲晚	0	0
歲月不饒人	0	0
歲月靜好	0	0
歷久常新	0	0
歷久彌新	0	0
歷年	0	0
歷歷在目	0	0
歸寧	0	0
歸心似箭	0	0
歸根到柢	0	0
歸根究柢	0	0
歸根結底	0	0
歸根結柢	0	0
歸納論証	0	0
歸納論證	0	0
歸西	0	0
歸邊	0	0
歸隊	0	0
歹	0	0
死link	0	0
死ser	0	0
死⋯爛⋯	0	0
死亡證	0	0
死人兼冧屋	0	0
死人冧樓	0	0
死人尋舊路	0	0
死人燈籠	0	0
死人都	0	0
死人頭	0	0
死仔乾	0	0
死仔包	0	0
死佬	0	0
死信	0	0
死俾你睇	0	0
死做爛做	0	0
死別	0	0
死剩把口	0	0
死剩種	0	0
死力	0	0
死去活來	0	0
死口唔認	0	0
死古古	0	0
死咕咕	0	0
死咗條心	0	0
死唔斷氣	0	0
死唔眼閉	0	0
死啦	0	0
死嘢	0	0
死因庭	0	0
死因裁判官	0	0
死固固	0	0
死圖	0	0
死場	0	0
死士	0	0
死女包	0	0
死妹釘	0	0
死婆	0	0
死寂	0	0
死實	0	0
死得人多	0	0
死心不息	0	0
死忍	0	0
死性不改	0	0
死慳死抵	0	0
死慳爛慳	0	0
死擂	0	0
死於非命	0	0
死橋	0	0
死死下	0	0
死死地氣	0	0
死氣喉	0	0
死氣沉沉	0	0
死淨把口	0	0
死火山	0	0
死火燈	0	0
死灰復燃	0	0
死牛一便頸	0	0
死牛一邊頸	0	0
死牛一面頸	0	0
死物	0	0
死狀	0	0
死畀你睇	0	0
死直	0	0
死硬派	0	0
死碼	0	0
死線	0	0
死纈	0	0
死老嘢	0	0
死老母	0	0
死老鬼	0	0
死而無憾	0	0
死腸直肚	0	0
死蛇爛鱔	0	0
死裏逃生	0	0
死諫	0	0
死豬	0	0
死貓	0	0
死貓彈	0	0
死過翻生	0	0
死過返生	0	0
死都	0	0
死開	0	0
死雞撐飯蓋	0	0
死雞撑飯蓋	0	0
殃	0	0
殃及	0	0
殃及池魚	0	0
殉	0	0
殉國	0	0
殉情	0	0
殉節	0	0
殉葬	0	0
殉道	0	0
殉難	0	0
殊榮	0	0
殊殊	0	0
殘奧	0	0
殘存	0	0
殘局	0	0
殘廁	0	0
殘廢餐	0	0
殘弱	0	0
殘月	0	0
殘渣	0	0
殘破	0	0
殘而不廢	0	0
殘肢	0	0
殘跡	0	0
殘雞	0	0
殭屍茶包	0	0
殮房	0	0
殯	0	0
殯儀	0	0
殯儀館大減價	0	0
殯殮	0	0
殯葬	0	0
殲滅戰	0	0
殷切	0	0
殷勤	0	0
殷實	0	0
殺人如麻	0	0
殺人放火金腰帶	0	0
殺人滅口	0	0
殺你	0	0
殺出個程咬金	0	0
殺君馬者道旁兒	0	0
殺校	0	0
殺機	0	0
殺氣騰騰	0	0
殺波	0	0
殺草水	0	0
殺訂	0	0
殺起	0	0
殺雞儆猴	0	0
殺雞焉用牛刀	0	0
殺食	0	0
殽	0	0
殽框	0	0
殿下	0	0
殿試	0	0
殿軍	0	0
毀壞	0	0
毀屍滅跡	0	0
毀於一旦	0	0
毀約	0	0
毀謗	0	0
毅然	0	0
毅進仔	0	0
毅進制	0	0
毆	0	0
毆跛	0	0
毆鬥	0	0
母性	0	0
母系	0	0
母雞	0	0
每下愈況	0	0
毒手	0	0
毒撚	0	0
毒殺	0	0
毒舌	0	0
毒辣	0	0
毒龍鑽	0	0
毓	0	0
比基尼島	0	0
比特幣	0	0
毗鄰	0	0
毛利率	0	0
毛小孩	0	0
毛巾架	0	0
毛手毛腳	0	0
毛毛草草	0	0
毛毛雨	0	0
毛毯	0	0
毛水	0	0
毛片	0	0
毛瓜	0	0
毛管	0	0
毛管戙	0	0
毛管戙篤企	0	0
毛細血管	0	0
毛臣臣	0	0
毛菌	0	0
毛蟲	0	0
毛遂自薦	0	0
毛都未出齊	0	0
毛都未生齊	0	0
毛里塔尼亞	0	0
毛里裘斯	0	0
毛重	0	0
毛骨悚然	0	0
毛鬙鬙	0	0
毫髮無損	0	0
毽	0	0
毽子	0	0
氊	0	0
民不聊生	0	0
民主牆	0	0
民以食為天	0	0
民兵	0	0
民團	0	0
民安隊	0	0
民工	0	0
民怨	0	0
民憤	0	0
民歌	0	0
民營	0	0
民粹	0	0
民粹主義	0	0
民系	0	0
民脂民膏	0	0
民警	0	0
民風	0	0
氕	0	0
氖	0	0
氘	0	0
氣井	0	0
氣來氣喘	0	0
氣促	0	0
氣勢如虹	0	0
氣喘	0	0
氣墊船	0	0
氣宇軒昂	0	0
氣定神閒	0	0
氣忿	0	0
氣數	0	0
氣數已盡	0	0
氣旋	0	0
氣根	0	0
氣概	0	0
氣沖沖	0	0
氣泵	0	0
氣温	0	0
氣炸鍋	0	0
氣焊	0	0
氣燄	0	0
氣窗	0	0
氣節	0	0
氣結	0	0
氣絕	0	0
氣缸	0	0
氣胸	0	0
氣若游絲	0	0
氣象萬千	0	0
氣門	0	0
氣閥	0	0
氣頂	0	0
氣魄	0	0
氣鼓	0	0
氦氣	0	0
氧化劑	0	0
氬	0	0
氯氣	0	0
氯胺酮	0	0
水上新娘	0	0
水上樂園	0	0
水乳交融	0	0
水俁病	0	0
水刀	0	0
水刑	0	0
水刮	0	0
水到渠成	0	0
水印	0	0
水喉佬	0	0
水喉膠布	0	0
水喉通	0	0
水嗲嗲	0	0
水土不服	0	0
水圳	0	0
水墨畫	0	0
水大	0	0
水客	0	0
水密隔艙	0	0
水平尺	0	0
水平線	0	0
水廁	0	0
水律	0	0
水性楊花	0	0
水抱	0	0
水撥	0	0
水撥水	0	0
水斗	0	0
水族箱	0	0
水晶包	0	0
水曱甴	0	0
水板	0	0
水枱	0	0
水柿	0	0
水桶腰	0	0
水桶袋	0	0
水機	0	0
水檯	0	0
水氹	0	0
水汪	0	0
水泄不通	0	0
水泡科	0	0
水泡餅	0	0
水波爐	0	0
水泥車	0	0
水洗都唔清	0	0
水流柴	0	0
水浸眼眉	0	0
水温	0	0
水滾茶靚	0	0
水漲船高	0	0
水火不容	0	0
水炮	0	0
水炮車	0	0
水煎包	0	0
水版	0	0
水瓜打狗	0	0
水瓶座	0	0
水生	0	0
水磨功夫	0	0
水磨磚	0	0
水站	0	0
水筆	0	0
水箱水	0	0
水緊	0	0
水線	0	0
水翼船	0	0
水耕	0	0
水能載舟，亦能覆舟	0	0
水腳	0	0
水舞間	0	0
水色	0	0
水荒	0	0
水落石出	0	0
水蛇春咁長	0	0
水蛇腰	0	0
水蛋	0	0
水蛭	0	0
水蜜桃	0	0
水袖	0	0
水豆腐	0	0
水豚	0	0
水費站	0	0
水車	0	0
水車館	0	0
水辦	0	0
水運會	0	0
水過鴨背	0	0
水鄉	0	0
水酒	0	0
水雷	0	0
水雷炮	0	0
水靜河飛	0	0
水靜鵝飛	0	0
水靴	0	0
水鞋	0	0
水頭	0	0
水飯	0	0
水飯房	0	0
水體	0	0
水髮	0	0
水鬥水	0	0
水鬼升城隍	0	0
水鬼尿	0	0
水鬼隊	0	0
水鴨	0	0
氵	0	0
永不錄用	0	0
永別	0	0
永垂不朽	0	0
永居	0	0
永恆不變	0	0
永珍	0	0
永生花	0	0
永結同心	0	0
氹人歡喜	0	0
氹仔浸蛟龍	0	0
氹氹圈	0	0
氹氹轉	0	0
氹氹𡃈	0	0
氹波拿	0	0
氹鬼食豆腐	0	0
氼	0	0
氼水舂牆	0	0
氼鏡	0	0
汁液	0	0
汁都撈埋	0	0
求之不得	0	0
求勝	0	0
求取	0	0
求同存異	0	0
求情信	0	0
求才若渴	0	0
求神問卜	0	0
求簽	0	0
求証	0	0
汆	0	0
汆鏡	0	0
汗斑	0	0
汗毛	0	0
汗流浹背	0	0
汗腺	0	0
汗顏	0	0
汗馬功勞	0	0
汛情	0	0
汛期	0	0
汞	0	0
江夏黃	0	0
江山易改，本性難移	0	0
江山易改，稟性難移	0	0
江河日下	0	0
江湖地位	0	0
江湖情	0	0
江湖道義	0	0
江珧柱	0	0
江瑤柱	0	0
江門	0	0
污唎單叨	0	0
污唎馬喳	0	0
污垢	0	0
污泥	0	0
污濁	0	0
污煙障氣	0	0
污糟貓	0	0
污糟錢	0	0
污點証人	0	0
污點證人	0	0
汪星人	0	0
汪洋	0	0
汪洋大海	0	0
汰弱留強	0	0
汲取教訓	0	0
決一死戰	0	0
決口	0	0
汽水車	0	0
汽油彈	0	0
汽笛	0	0
汽缸	0	0
汽車渡輪	0	0
汽門	0	0
汾流	0	0
汾酒	0	0
沅	0	0
沉吟	0	0
沉實	0	0
沉沒	0	0
沉淪	0	0
沉湎	0	0
沉溺	0	0
